Trial ID,Cancer Type,Trial Name,Location,Contact Info,Status
RPU30004,Renal Pelvis and Ureter Cancer,RPU Trial #5,"Laredo, Texas",rpu@trials.org / (800) 555-30004,Recruiting
RPU30005,Renal Pelvis and Ureter Cancer,RPU Trial #6,"Topeka, Kansas",rpu@trials.org / (800) 555-30005,Recruiting
RPU30006,Renal Pelvis and Ureter Cancer,RPU Trial #7,"Champaign, Illinois",rpu@trials.org / (800) 555-30006,Recruiting
RPU30007,Renal Pelvis and Ureter Cancer,RPU Trial #8,"Yuma, Arizona",rpu@trials.org / (800) 555-30007,Recruiting
RPU30008,Renal Pelvis and Ureter Cancer,RPU Trial #9,"Muncie, Indiana",rpu@trials.org / (800) 555-30008,Recruiting
RPU30009,Renal Pelvis and Ureter Cancer,RPU Trial #10,"Lawrence, Kansas",rpu@trials.org / (800) 555-30009,Recruiting
RPU30010,Renal Pelvis and Ureter Cancer,RPU Trial #11,"Kalamazoo, Michigan",rpu@trials.org / (800) 555-30010,Recruiting
RPU30011,Renal Pelvis and Ureter Cancer,RPU Trial #12,"Las Cruces, New Mexico",rpu@trials.org / (800) 555-30011,Recruiting
RPU30012,Renal Pelvis and Ureter Cancer,RPU Trial #13,"Green Bay, Wisconsin",rpu@trials.org / (800) 555-30012,Recruiting
RPU30013,Renal Pelvis and Ureter Cancer,RPU Trial #14,"Grand Forks, North Dakota",rpu@trials.org / (800) 555-30013,Recruiting
RPU30014,Renal Pelvis and Ureter Cancer,RPU Trial #15,"Duluth, Minnesota",rpu@trials.org / (800) 555-30014,Recruiting
RPU30015,Renal Pelvis and Ureter Cancer,RPU Trial #16,"College Station, Texas",rpu@trials.org / (800) 555-30015,Recruiting
RPU30016,Renal Pelvis and Ureter Cancer,RPU Trial #17,"Bismarck, North Dakota",rpu@trials.org / (800) 555-30016,Recruiting
RPU30017,Renal Pelvis and Ureter Cancer,RPU Trial #18,"Medford, Oregon",rpu@trials.org / (800) 555-30017,Recruiting
RPU30018,Renal Pelvis and Ureter Cancer,RPU Trial #19,"Flagstaff, Arizona",rpu@trials.org / (800) 555-30018,Recruiting
RPU30019,Renal Pelvis and Ureter Cancer,RPU Trial #20,"Missoula, Montana",rpu@trials.org / (800) 555-30019,Recruiting
VAG40000,Vaginal Cancer,Vaginal Trial #1,"Longview, Texas",vaginal@trials.org / (800) 555-40000,Recruiting
VAG40001,Vaginal Cancer,Vaginal Trial #2,"Macon, Georgia",vaginal@trials.org / (800) 555-40001,Recruiting
VAG40002,Vaginal Cancer,Vaginal Trial #3,"Casper, Wyoming",vaginal@trials.org / (800) 555-40002,Recruiting
VAG40003,Vaginal Cancer,Vaginal Trial #4,"Joplin, Missouri",vaginal@trials.org / (800) 555-40003,Recruiting
VAG40004,Vaginal Cancer,Vaginal Trial #5,"Kenner, Louisiana",vaginal@trials.org / (800) 555-40004,Recruiting
VAG40005,Vaginal Cancer,Vaginal Trial #6,"Waterloo, Iowa",vaginal@trials.org / (800) 555-40005,Recruiting
VAG40006,Vaginal Cancer,Vaginal Trial #7,"Port Arthur, Texas",vaginal@trials.org / (800) 555-40006,Recruiting
VAG40007,Vaginal Cancer,Vaginal Trial #8,"Bowling Green, Kentucky",vaginal@trials.org / (800) 555-40007,Recruiting
VAG40008,Vaginal Cancer,Vaginal Trial #9,"Cedar Rapids, Iowa",vaginal@trials.org / (800) 555-40008,Recruiting
VAG40009,Vaginal Cancer,Vaginal Trial #10,"Newark, Ohio",vaginal@trials.org / (800) 555-40009,Recruiting
VAG40010,Vaginal Cancer,Vaginal Trial #11,"Bend, Oregon",vaginal@trials.org / (800) 555-40010,Recruiting
VAG40011,Vaginal Cancer,Vaginal Trial #12,"Monroe, Louisiana",vaginal@trials.org / (800) 555-40011,Recruiting
VAG40012,Vaginal Cancer,Vaginal Trial #13,"Vallejo, California",vaginal@trials.org / (800) 555-40012,Recruiting
VAG40013,Vaginal Cancer,Vaginal Trial #14,"St. Cloud, Minnesota",vaginal@trials.org / (800) 555-40013,Recruiting
VAG40014,Vaginal Cancer,Vaginal Trial #15,"Dover, Delaware",vaginal@trials.org / (800) 555-40014,Recruiting
VAG40015,Vaginal Cancer,Vaginal Trial #16,"Huntington, West Virginia",vaginal@trials.org / (800) 555-40015,Recruiting
VAG40016,Vaginal Cancer,Vaginal Trial #17,"Beaverton, Oregon",vaginal@trials.org / (800) 555-40016,Recruiting
VAG40017,Vaginal Cancer,Vaginal Trial #18,"Wenatchee, Washington",vaginal@trials.org / (800) 555-40017,Recruiting
VAG40018,Vaginal Cancer,Vaginal Trial #19,"Rapid City, South Dakota",vaginal@trials.org / (800) 555-40018,Recruiting
VAG40019,Vaginal Cancer,Vaginal Trial #20,"Cheyenne, Wyoming",vaginal@trials.org / (800) 555-40019,Recruiting
VUL50000,Vulvar Cancer,Vulvar Trial #1,"Lufkin, Texas",vulvar@trials.org / (800) 555-50000,Recruiting
VUL50001,Vulvar Cancer,Vulvar Trial #2,"Great Falls, Montana",vulvar@trials.org / (800) 555-50001,Recruiting
VUL50002,Vulvar Cancer,Vulvar Trial #3,"Pocatello, Idaho",vulvar@trials.org / (800) 555-50002,Recruiting
VUL50003,Vulvar Cancer,Vulvar Trial #4,"Danville, Virginia",vulvar@trials.org / (800) 555-50003,Recruiting
VUL50004,Vulvar Cancer,Vulvar Trial #5,"Yakima, Washington",vulvar@trials.org / (800) 555-50004,Recruiting
VUL50005,Vulvar Cancer,Vulvar Trial #6,"Blacksburg, Virginia",vulvar@trials.org / (800) 555-50005,Recruiting
VUL50006,Vulvar Cancer,Vulvar Trial #7,"Watertown, New York",vulvar@trials.org / (800) 555-50006,Recruiting
VUL50007,Vulvar Cancer,Vulvar Trial #8,"Meridian, Mississippi",vulvar@trials.org / (800) 555-50007,Recruiting
VUL50008,Vulvar Cancer,Vulvar Trial #9,"Texarkana, Arkansas",vulvar@trials.org / (800) 555-50008,Recruiting
VUL50009,Vulvar Cancer,Vulvar Trial #10,"Clovis, New Mexico",vulvar@trials.org / (800) 555-50009,Recruiting
VUL50010,Vulvar Cancer,Vulvar Trial #11,"Altoona, Pennsylvania",vulvar@trials.org / (800) 555-50010,Recruiting
VUL50011,Vulvar Cancer,Vulvar Trial #12,"Beckley, West Virginia",vulvar@trials.org / (800) 555-50011,Recruiting
VUL50012,Vulvar Cancer,Vulvar Trial #13,"Morgantown, West Virginia",vulvar@trials.org / (800) 555-50012,Recruiting
VUL50013,Vulvar Cancer,Vulvar Trial #14,"Carbondale, Illinois",vulvar@trials.org / (800) 555-50013,Recruiting
VUL50014,Vulvar Cancer,Vulvar Trial #15,"Steubenville, Ohio",vulvar@trials.org / (800) 555-50014,Recruiting
VUL50015,Vulvar Cancer,Vulvar Trial #16,"Helena, Montana",vulvar@trials.org / (800) 555-50015,Recruiting
VUL50016,Vulvar Cancer,Vulvar Trial #17,"North Platte, Nebraska",vulvar@trials.org / (800) 555-50016,Recruiting
VUL50017,Vulvar Cancer,Vulvar Trial #18,"Anderson, Indiana",vulvar@trials.org / (800) 555-50017,Recruiting
VUL50018,Vulvar Cancer,Vulvar Trial #19,"Midland, Michigan",vulvar@trials.org / (800) 555-50018,Recruiting
VUL50019,Vulvar Cancer,Vulvar Trial #20,"Hammond, Louisiana",vulvar@trials.org / (800) 555-50019,Recruiting
MCC60000,Merkel Cell Carcinoma,Merkel Trial #1,"Birmingham, Alabama",merkel@trials.org / (800) 555-60000,Recruiting
MCC60001,Merkel Cell Carcinoma,Merkel Trial #2,"Buffalo, New York",merkel@trials.org / (800) 555-60001,Recruiting
MCC60002,Merkel Cell Carcinoma,Merkel Trial #3,"Chattanooga, Tennessee",merkel@trials.org / (800) 555-60002,Recruiting
MCC60003,Merkel Cell Carcinoma,Merkel Trial #4,"Eugene, Oregon",merkel@trials.org / (800) 555-60003,Recruiting
MCC60004,Merkel Cell Carcinoma,Merkel Trial #5,"Fort Collins, Colorado",merkel@trials.org / (800) 555-60004,Recruiting
MCC60005,Merkel Cell Carcinoma,Merkel Trial #6,"Greenville, South Carolina",merkel@trials.org / (800) 555-60005,Recruiting
MCC60006,Merkel Cell Carcinoma,Merkel Trial #7,"Hialeah, Florida",merkel@trials.org / (800) 555-60006,Recruiting
MCC60007,Merkel Cell Carcinoma,Merkel Trial #8,"Independence, Missouri",merkel@trials.org / (800) 555-60007,Recruiting
MCC60008,Merkel Cell Carcinoma,Merkel Trial #9,"Killeen, Texas",merkel@trials.org / (800) 555-60008,Recruiting
MCC60009,Merkel Cell Carcinoma,Merkel Trial #10,"Lansing, Michigan",merkel@trials.org / (800) 555-60009,Recruiting
MCC60010,Merkel Cell Carcinoma,Merkel Trial #11,"Meridian, Idaho",merkel@trials.org / (800) 555-60010,Recruiting
MCC60011,Merkel Cell Carcinoma,Merkel Trial #12,"Norwalk, Connecticut",merkel@trials.org / (800) 555-60011,Recruiting
MCC60012,Merkel Cell Carcinoma,Merkel Trial #13,"Oceanside, California",merkel@trials.org / (800) 555-60012,Recruiting
MCC60013,Merkel Cell Carcinoma,Merkel Trial #14,"Pueblo, Colorado",merkel@trials.org / (800) 555-60013,Recruiting
MCC60014,Merkel Cell Carcinoma,Merkel Trial #15,"Rockford, Illinois",merkel@trials.org / (800) 555-60014,Recruiting
MCC60015,Merkel Cell Carcinoma,Merkel Trial #16,"Sugar Land, Texas",merkel@trials.org / (800) 555-60015,Recruiting
MCC60016,Merkel Cell Carcinoma,Merkel Trial #17,"Tacoma, Washington",merkel@trials.org / (800) 555-60016,Recruiting
MCC60017,Merkel Cell Carcinoma,Merkel Trial #18,"Utica, New York",merkel@trials.org / (800) 555-60017,Recruiting
MCC60018,Merkel Cell Carcinoma,Merkel Trial #19,"Victorville, California",merkel@trials.org / (800) 555-60018,Recruiting
MCC60019,Merkel Cell Carcinoma,Merkel Trial #20,"Yonkers, New York",merkel@trials.org / (800) 555-60019,Recruiting
MEL70000,Melanoma,Melanoma Trial #1,"San Diego, California",melanoma@trials.org / (800) 555-70000,Recruiting
MEL70001,Melanoma,Melanoma Trial #2,"Austin, Texas",melanoma@trials.org / (800) 555-70001,Recruiting
MEL70002,Melanoma,Melanoma Trial #3,"Miami, Florida",melanoma@trials.org / (800) 555-70002,Recruiting
MEL70003,Melanoma,Melanoma Trial #4,"Seattle, Washington",melanoma@trials.org / (800) 555-70003,Recruiting
MEL70004,Melanoma,Melanoma Trial #5,"Atlanta, Georgia",melanoma@trials.org / (800) 555-70004,Recruiting
MEL70005,Melanoma,Melanoma Trial #6,"Charlotte, North Carolina",melanoma@trials.org / (800) 555-70005,Recruiting
MEL70006,Melanoma,Melanoma Trial #7,"Tampa, Florida",melanoma@trials.org / (800) 555-70006,Recruiting
MEL70007,Melanoma,Melanoma Trial #8,"Albuquerque, New Mexico",melanoma@trials.org / (800) 555-70007,Recruiting
MEL70008,Melanoma,Melanoma Trial #9,"Columbus, Ohio",melanoma@trials.org / (800) 555-70008,Recruiting
MEL70009,Melanoma,Melanoma Trial #10,"Baltimore, Maryland",melanoma@trials.org / (800) 555-70009,Recruiting
MEL70010,Melanoma,Melanoma Trial #11,"Boise, Idaho",melanoma@trials.org / (800) 555-70010,Recruiting
MEL70011,Melanoma,Melanoma Trial #12,"Lincoln, Nebraska",melanoma@trials.org / (800) 555-70011,Recruiting
MEL70012,Melanoma,Melanoma Trial #13,"Anchorage, Alaska",melanoma@trials.org / (800) 555-70012,Recruiting
MEL70013,Melanoma,Melanoma Trial #14,"Des Moines, Iowa",melanoma@trials.org / (800) 555-70013,Recruiting
MEL70014,Melanoma,Melanoma Trial #15,"Providence, Rhode Island",melanoma@trials.org / (800) 555-70014,Recruiting
MEL70015,Melanoma,Melanoma Trial #16,"Sioux Falls, South Dakota",melanoma@trials.org / (800) 555-70015,Recruiting
MEL70016,Melanoma,Melanoma Trial #17,"Hartford, Connecticut",melanoma@trials.org / (800) 555-70016,Recruiting
MEL70017,Melanoma,Melanoma Trial #18,"Little Rock, Arkansas",melanoma@trials.org / (800) 555-70017,Recruiting
MEL70018,Melanoma,Melanoma Trial #19,"Reno, Nevada",melanoma@trials.org / (800) 555-70018,Recruiting
MEL70019,Melanoma,Melanoma Trial #20,"Springfield, Massachusetts",melanoma@trials.org / (800) 555-70019,Recruiting
Trial ID,Cancer Type,Trial Name,Location,Contact Info,Status
HEP80000,Hepatoblastoma,Hepato Trial #1,"Philadelphia, Pennsylvania",hepato@trials.org / (800) 555-80000,Recruiting
HEP80001,Hepatoblastoma,Hepato Trial #2,"Cleveland, Ohio",hepato@trials.org / (800) 555-80001,Recruiting
HEP80002,Hepatoblastoma,Hepato Trial #3,"Nashville, Tennessee",hepato@trials.org / (800) 555-80002,Recruiting
HEP80003,Hepatoblastoma,Hepato Trial #4,"Milwaukee, Wisconsin",hepato@trials.org / (800) 555-80003,Recruiting
HEP80004,Hepatoblastoma,Hepato Trial #5,"Honolulu, Hawaii",hepato@trials.org / (800) 555-80004,Recruiting
HEP80005,Hepatoblastoma,Hepato Trial #6,"Richmond, Virginia",hepato@trials.org / (800) 555-80005,Recruiting
HEP80006,Hepatoblastoma,Hepato Trial #7,"Omaha, Nebraska",hepato@trials.org / (800) 555-80006,Recruiting
HEP80007,Hepatoblastoma,Hepato Trial #8,"Manchester, New Hampshire",hepato@trials.org / (800) 555-80007,Recruiting
HEP80008,Hepatoblastoma,Hepato Trial #9,"Charleston, South Carolina",hepato@trials.org / (800) 555-80008,Recruiting
HEP80009,Hepatoblastoma,Hepato Trial #10,"Lexington, Kentucky",hepato@trials.org / (800) 555-80009,Recruiting
HEP80010,Hepatoblastoma,Hepato Trial #11,"Baton Rouge, Louisiana",hepato@trials.org / (800) 555-80010,Recruiting
HEP80011,Hepatoblastoma,Hepato Trial #12,"Billings, Montana",hepato@trials.org / (800) 555-80011,Recruiting
HEP80012,Hepatoblastoma,Hepato Trial #13,"Wichita, Kansas",hepato@trials.org / (800) 555-80012,Recruiting
HEP80013,Hepatoblastoma,Hepato Trial #14,"Augusta, Georgia",hepato@trials.org / (800) 555-80013,Recruiting
HEP80014,Hepatoblastoma,Hepato Trial #15,"Portland, Maine",hepato@trials.org / (800) 555-80014,Recruiting
HEP80015,Hepatoblastoma,Hepato Trial #16,"Bozeman, Montana",hepato@trials.org / (800) 555-80015,Recruiting
HEP80016,Hepatoblastoma,Hepato Trial #17,"Madison, Wisconsin",hepato@trials.org / (800) 555-80016,Recruiting
HEP80017,Hepatoblastoma,Hepato Trial #18,"Anchorage, Alaska",hepato@trials.org / (800) 555-80017,Recruiting
HEP80018,Hepatoblastoma,Hepato Trial #19,"Tulsa, Oklahoma",hepato@trials.org / (800) 555-80018,Recruiting
HEP80019,Hepatoblastoma,Hepato Trial #20,"Louisville, Kentucky",hepato@trials.org / (800) 555-80019,Recruiting
TCL90000,T‑Cell Lymphoma,TCL Trial #1,"Aberdeen, South Dakota",tcl@trials.org / (800) 555‑90000,Recruiting
TCL90001,T‑Cell Lymphoma,TCL Trial #2,"Albany, New York",tcl@trials.org / (800) 555‑90001,Recruiting
TCL90002,T‑Cell Lymphoma,TCL Trial #3,"Augusta, Georgia",tcl@trials.org / (800) 555‑90002,Recruiting
TCL90003,T‑Cell Lymphoma,TCL Trial #4,"Binghamton, New York",tcl@trials.org / (800) 555‑90003,Recruiting
TCL90004,T‑Cell Lymphoma,TCL Trial #5,"Cedar Rapids, Iowa",tcl@trials.org / (800) 555‑90004,Recruiting
TCL90005,T‑Cell Lymphoma,TCL Trial #6,"Danville, Virginia",tcl@trials.org / (800) 555‑90005,Recruiting
TCL90006,T‑Cell Lymphoma,TCL Trial #7,"El Paso, Texas",tcl@trials.org / (800) 555‑90006,Recruiting
TCL90007,T‑Cell Lymphoma,TCL Trial #8,"Fort Smith, Arkansas",tcl@trials.org / (800) 555‑90007,Recruiting
TCL90008,T‑Cell Lymphoma,TCL Trial #9,"Green Bay, Wisconsin",tcl@trials.org / (800) 555‑90008,Recruiting
TCL90009,T‑Cell Lymphoma,TCL Trial #10,"Huntsville, Alabama",tcl@trials.org / (800) 555‑90009,Recruiting
TCL90010,T‑Cell Lymphoma,TCL Trial #11,"Indio, California",tcl@trials.org / (800) 555‑90010,Recruiting
TCL90011,T‑Cell Lymphoma,TCL Trial #12,"Jacksonville, North Carolina",tcl@trials.org / (800) 555‑90011,Recruiting
TCL90012,T‑Cell Lymphoma,TCL Trial #13,"Kalamazoo, Michigan",tcl@trials.org / (800) 555‑90012,Recruiting
TCL90013,T‑Cell Lymphoma,TCL Trial #14,"Lubbock, Texas",tcl@trials.org / (800) 555‑90013,Recruiting
TCL90014,T‑Cell Lymphoma,TCL Trial #15,"Mankato, Minnesota",tcl@trials.org / (800) 555‑90014,Recruiting
TCL90015,T‑Cell Lymphoma,TCL Trial #16,"Niles, Illinois",tcl@trials.org / (800) 555‑90015,Recruiting
TCL90016,T‑Cell Lymphoma,TCL Trial #17,"Oxnard, California",tcl@trials.org / (800) 555‑90016,Recruiting
TCL90017,T‑Cell Lymphoma,TCL Trial #18,"Portsmouth, New Hampshire",tcl@trials.org / (800) 555‑90017,Recruiting
TCL90018,T‑Cell Lymphoma,TCL Trial #19,"Quincy, Illinois",tcl@trials.org / (800) 555‑90018,Recruiting
TCL90019,T‑Cell Lymphoma,TCL Trial #20,"Rapid City, South Dakota",tcl@trials.org / (800) 555‑90019,Recruiting
HCL91000,Hairy Cell Leukemia,HCL Trial #1,"Alpena, Michigan",hcl@trials.org / (800) 555‑91000,Recruiting
HCL91001,Hairy Cell Leukemia,HCL Trial #2,"Bloomington, Illinois",hcl@trials.org / (800) 555‑91001,Recruiting
HCL91002,Hairy Cell Leukemia,HCL Trial #3,"Burlington, North Carolina",hcl@trials.org / (800) 555‑91002,Recruiting
HCL91003,Hairy Cell Leukemia,HCL Trial #4,"Concord, California",hcl@trials.org / (800) 555‑91003,Recruiting
HCL91004,Hairy Cell Leukemia,HCL Trial #5,"Daytona Beach, Florida",hcl@trials.org / (800) 555‑91004,Recruiting
HCL91005,Hairy Cell Leukemia,HCL Trial #6,"Everett, Washington",hcl@trials.org / (800) 555‑91005,Recruiting
HCL91006,Hairy Cell Leukemia,HCL Trial #7,"Fayetteville, North Carolina",hcl@trials.org / (800) 555‑91006,Recruiting
HCL91007,Hairy Cell Leukemia,HCL Trial #8,"Gulfport, Mississippi",hcl@trials.org / (800) 555‑91007,Recruiting
HCL91008,Hairy Cell Leukemia,HCL Trial #9,"Hot Springs, Arkansas",hcl@trials.org / (800) 555‑91008,Recruiting
HCL91009,Hairy Cell Leukemia,HCL Trial #10,"Irving, Texas",hcl@trials.org / (800) 555‑91009,Recruiting
HCL91010,Hairy Cell Leukemia,HCL Trial #11,"Jackson, Tennessee",hcl@trials.org / (800) 555‑91010,Recruiting
HCL91011,Hairy Cell Leukemia,HCL Trial #12,"Keene, New Hampshire",hcl@trials.org / (800) 555‑91011,Recruiting
HCL91012,Hairy Cell Leukemia,HCL Trial #13,"Lincoln, Nebraska",hcl@trials.org / (800) 555‑91012,Recruiting
HCL91013,Hairy Cell Leukemia,HCL Trial #14,"Mobile, Alabama",hcl@trials.org / (800) 555‑91013,Recruiting
HCL91014,Hairy Cell Leukemia,HCL Trial #15,"North Platte, Nebraska",hcl@trials.org / (800) 555‑91014,Recruiting
HCL91015,Hairy Cell Leukemia,HCL Trial #16,"Oceanside, California",hcl@trials.org / (800) 555‑91015,Recruiting
HCL91016,Hairy Cell Leukemia,HCL Trial #17,"Peoria, Illinois",hcl@trials.org / (800) 555‑91016,Recruiting
HCL91017,Hairy Cell Leukemia,HCL Trial #18,"Rochester, New York",hcl@trials.org / (800) 555‑91017,Recruiting
HCL91018,Hairy Cell Leukemia,HCL Trial #19,"Saginaw, Michigan",hcl@trials.org / (800) 555‑91018,Recruiting
HCL91019,Hairy Cell Leukemia,HCL Trial #20,"Tulsa, Oklahoma",hcl@trials.org / (800) 555‑91019,Recruiting
FTC92000,Follicular Thyroid Cancer,FTC Trial #1,"Ann Arbor, Michigan",ftc@trials.org / (800) 555‑92000,Recruiting
FTC92001,Follicular Thyroid Cancer,FTC Trial #2,"Baton Rouge, Louisiana",ftc@trials.org / (800) 555‑92001,Recruiting
FTC92002,Follicular Thyroid Cancer,FTC Trial #3,"Cape Coral, Florida",ftc@trials.org / (800) 555‑92002,Recruiting
FTC92003,Follicular Thyroid Cancer,FTC Trial #4,"Decatur, Alabama",ftc@trials.org / (800) 555‑92003,Recruiting
FTC92004,Follicular Thyroid Cancer,FTC Trial #5,"Elkhart, Indiana",ftc@trials.org / (800) 555‑92004,Recruiting
FTC92005,Follicular Thyroid Cancer,FTC Trial #6,"Florence, South Carolina",ftc@trials.org / (800) 555‑92005,Recruiting
FTC92006,Follicular Thyroid Cancer,FTC Trial #7,"Grand Junction, Colorado",ftc@trials.org / (800) 555‑92006,Recruiting
FTC92007,Follicular Thyroid Cancer,FTC Trial #8,"Helena, Montana",ftc@trials.org / (800) 555‑92007,Recruiting
FTC92008,Follicular Thyroid Cancer,FTC Trial #9,"Idaho Falls, Idaho",ftc@trials.org / (800) 555‑92008,Recruiting
FTC92009,Follicular Thyroid Cancer,FTC Trial #10,"Jamestown, New York",ftc@trials.org / (800) 555‑92009,Recruiting
FTC92010,Follicular Thyroid Cancer,FTC Trial #11,"Kearney, Nebraska",ftc@trials.org / (800) 555‑92010,Recruiting
FTC92011,Follicular Thyroid Cancer,FTC Trial #12,"Lancaster, Pennsylvania",ftc@trials.org / (800) 555‑92011,Recruiting
FTC92012,Follicular Thyroid Cancer,FTC Trial #13,"Medford, Oregon",ftc@trials.org / (800) 555‑92012,Recruiting
FTC92013,Follicular Thyroid Cancer,FTC Trial #14,"Niagara Falls, New York",ftc@trials.org / (800) 555‑92013,Recruiting
FTC92014,Follicular Thyroid Cancer,FTC Trial #15,"Oshkosh, Wisconsin",ftc@trials.org / (800) 555‑92014,Recruiting
FTC92015,Follicular Thyroid Cancer,FTC Trial #16,"Pensacola, Florida",ftc@trials.org / (800) 555‑92015,Recruiting
FTC92016,Follicular Thyroid Cancer,FTC Trial #17,"Quincy, Massachusetts",ftc@trials.org / (800) 555‑92016,Recruiting
FTC92017,Follicular Thyroid Cancer,FTC Trial #18,"Roseburg, Oregon",ftc@trials.org / (800) 555‑92017,Recruiting
FTC92018,Follicular Thyroid Cancer,FTC Trial #19,"Salem, Oregon",ftc@trials.org / (800) 555‑92018,Recruiting
FTC92019,Follicular Thyroid Cancer,FTC Trial #20,"Toledo, Ohio",ftc@trials.org / (800) 555‑92019,Recruiting
ATC93000,Anaplastic Thyroid Cancer,ATC Trial #1,"Allentown, Pennsylvania",atc@trials.org / (800) 555‑93000,Recruiting
ATC93001,Anaplastic Thyroid Cancer,ATC Trial #2,"Bellingham, Washington",atc@trials.org / (800) 555‑93001,Recruiting
ATC93002,Anaplastic Thyroid Cancer,ATC Trial #3,"Casper, Wyoming",atc@trials.org / (800) 555‑93002,Recruiting
ATC93003,Anaplastic Thyroid Cancer,ATC Trial #4,"Danville, Illinois",atc@trials.org / (800) 555‑93003,Recruiting
ATC93004,Anaplastic Thyroid Cancer,ATC Trial #5,"Elizabethtown, Kentucky",atc@trials.org / (800) 555‑93004,Recruiting
ATC93005,Anaplastic Thyroid Cancer,ATC Trial #6,"Flagstaff, Arizona",atc@trials.org / (800) 555‑93005,Recruiting
ATC93006,Anaplastic Thyroid Cancer,ATC Trial #7,"Glens Falls, New York",atc@trials.org / (800) 555‑93006,Recruiting
ATC93007,Anaplastic Thyroid Cancer,ATC Trial #8,"Hammond, Indiana",atc@trials.org / (800) 555‑93007,Recruiting
ATC93008,Anaplastic Thyroid Cancer,ATC Trial #9,"Idaho Falls, Idaho",atc@trials.org / (800) 555‑93008,Recruiting
ATC93009,Anaplastic Thyroid Cancer,ATC Trial #10,"Janesville, Wisconsin",atc@trials.org / (800) 555‑93009,Recruiting
ATC93010,Anaplastic Thyroid Cancer,ATC Trial #11,"Kalispell, Montana",atc@trials.org / (800) 555‑93010,Recruiting
ATC93011,Anaplastic Thyroid Cancer,ATC Trial #12,"Lynchburg, Virginia",atc@trials.org / (800) 555‑93011,Recruiting
ATC93012,Anaplastic Thyroid Cancer,ATC Trial #13,"Midlothian, Texas",atc@trials.org / (800) 555‑93012,Recruiting
ATC93013,Anaplastic Thyroid Cancer,ATC Trial #14,"Nogales, Arizona",atc@trials.org / (800) 555‑93013,Recruiting
ATC93014,Anaplastic Thyroid Cancer,ATC Trial #15,"Oceanside, California",atc@trials.org / (800) 555‑93014,Recruiting
ATC93015,Anaplastic Thyroid Cancer,ATC Trial #16,"Prescott, Arizona",atc@trials.org / (800) 555‑93015,Recruiting
ATC93016,Anaplastic Thyroid Cancer,ATC Trial #17,"Quincy, Illinois",atc@trials.org / (800) 555‑93016,Recruiting
ATC93017,Anaplastic Thyroid Cancer,ATC Trial #18,"Roanoke, Virginia",atc@trials.org / (800) 555‑93017,Recruiting
ATC93018,Anaplastic Thyroid Cancer,ATC Trial #19,"Syracuse, New York",atc@trials.org / (800) 555‑93018,Recruiting
ATC93019,Anaplastic Thyroid Cancer,ATC Trial #20,"Tulsa, Oklahoma",atc@trials.org / (800) 555‑93019,Recruiting
EWG94000,Ewing Sarcoma,Ewing Trial #1,"Chico, California",ewing@trials.org / (800) 555-94000,Recruiting
EWG94001,Ewing Sarcoma,Ewing Trial #2,"Clovis, New Mexico",ewing@trials.org / (800) 555-94001,Recruiting
EWG94002,Ewing Sarcoma,Ewing Trial #3,"Decatur, Illinois",ewing@trials.org / (800) 555-94002,Recruiting
EWG94003,Ewing Sarcoma,Ewing Trial #4,"Flagstaff, Arizona",ewing@trials.org / (800) 555-94003,Recruiting
EWG94004,Ewing Sarcoma,Ewing Trial #5,"Glendive, Montana",ewing@trials.org / (800) 555-94004,Recruiting
EWG94005,Ewing Sarcoma,Ewing Trial #6,"Hilo, Hawaii",ewing@trials.org / (800) 555-94005,Recruiting
EWG94006,Ewing Sarcoma,Ewing Trial #7,"Jackson, Wyoming",ewing@trials.org / (800) 555-94006,Recruiting
EWG94007,Ewing Sarcoma,Ewing Trial #8,"Key West, Florida",ewing@trials.org / (800) 555-94007,Recruiting
EWG94008,Ewing Sarcoma,Ewing Trial #9,"Lafayette, Louisiana",ewing@trials.org / (800) 555-94008,Recruiting
EWG94009,Ewing Sarcoma,Ewing Trial #10,"Muncie, Indiana",ewing@trials.org / (800) 555-94009,Recruiting
EWG94010,Ewing Sarcoma,Ewing Trial #11,"Nantucket, Massachusetts",ewing@trials.org / (800) 555-94010,Recruiting
EWG94011,Ewing Sarcoma,Ewing Trial #12,"Oshkosh, Wisconsin",ewing@trials.org / (800) 555-94011,Recruiting
EWG94012,Ewing Sarcoma,Ewing Trial #13,"Pell City, Alabama",ewing@trials.org / (800) 555-94012,Recruiting
EWG94013,Ewing Sarcoma,Ewing Trial #14,"Quincy, Florida",ewing@trials.org / (800) 555-94013,Recruiting
EWG94014,Ewing Sarcoma,Ewing Trial #15,"Rapid City, South Dakota",ewing@trials.org / (800) 555-94014,Recruiting
EWG94015,Ewing Sarcoma,Ewing Trial #16,"Salem, Oregon",ewing@trials.org / (800) 555-94015,Recruiting
EWG94016,Ewing Sarcoma,Ewing Trial #17,"Topeka, Kansas",ewing@trials.org / (800) 555-94016,Recruiting
EWG94017,Ewing Sarcoma,Ewing Trial #18,"Valdosta, Georgia",ewing@trials.org / (800) 555-94017,Recruiting
EWG94018,Ewing Sarcoma,Ewing Trial #19,"Wenatchee, Washington",ewing@trials.org / (800) 555-94018,Recruiting
EWG94019,Ewing Sarcoma,Ewing Trial #20,"Yuma, Arizona",ewing@trials.org / (800) 555-94019,Recruiting
CHO95000,Chondrosarcoma,Chondro Trial #1,"Abilene, Texas",chondro@trials.org / (800) 555-95000,Recruiting
